Registry,Project Type Category,Vintage Year,Total Credits Issued,total_credits_retired,retirement_rate
ACR,Waste to energy,2005.0,4409,1733142.0,68.9
ACR,Waste to energy,2006.0,3632,1733142.0,68.9
ACR,Waste to energy,2007.0,7998,1733142.0,68.9
ACR,Waste to energy,2008.0,13210,1733142.0,68.9
ACR,Waste to energy,2009.0,1033,1733142.0,68.9
ACR,Waste to energy,2010.0,170626,1733142.0,68.9
ACR,Waste to energy,2011.0,409787,1733142.0,68.9
ACR,Waste to energy,2012.0,502389,1733142.0,68.9
ACR,Waste to energy,2013.0,639196,1733142.0,68.9
ACR,Waste to energy,2014.0,278098,1733142.0,68.9
ACR,Waste to energy,2015.0,470530,1733142.0,68.9
ACR,Wastewater treatment,2008.0,100000,11295.0,10.1
ACR,Wastewater treatment,2019.0,11295,11295.0,10.1
Verra,Afforestation/Reforestation,1999.0,118878,56221476.0,70.8
Verra,Other,2000.0,10167,2708138.0,93.4
Verra,Soil & Livestock,2000.0,2000,121686184.0,67.9
Verra,Afforestation/Reforestation,2001.0,1223324,56221476.0,70.8
Verra,Bioenergy,2001.0,115,10467120.0,48.5
Verra,Hydropower,2001.0,17681,23935800.0,71.7
Verra,Landfill gas,2001.0,1084101,17281979.0,59.1
Verra,Mixed renewables,2001.0,126608,385727823.0,65.1
Verra,Other,2001.0,87803,2708138.0,93.4
Verra,Soil & Livestock,2001.0,59034,121686184.0,67.9
Verra,Afforestation/Reforestation,2002.0,155144,56221476.0,70.8
Verra,Bioenergy,2002.0,26635,10467120.0,48.5
Verra,Forest management,2002.0,881529,218230117.0,71.5
Verra,Hydropower,2002.0,1330251,23935800.0,71.7
Verra,Mixed renewables,2002.0,151106,385727823.0,65.1
Verra,Other,2002.0,246121,2708138.0,93.4
Verra,Soil & Livestock,2002.0,1042930,121686184.0,67.9
Verra,Afforestation/Reforestation,2003.0,601059,56221476.0,70.8
Verra,Bioenergy,2003.0,91584,10467120.0,48.5
Verra,Efficient appliances,2003.0,13333,7542210.0,39.6
Verra,Forest management,2003.0,514614,218230117.0,71.5
Verra,Hydropower,2003.0,580981,23935800.0,71.7
Verra,Mixed renewables,2003.0,77477,385727823.0,65.1
Verra,Other,2003.0,581736,2708138.0,93.4
Verra,Soil & Livestock,2003.0,696896,121686184.0,67.9
Verra,Afforestation/Reforestation,2004.0,463340,56221476.0,70.8
Verra,Bioenergy,2004.0,22885,10467120.0,48.5
Verra,Efficient appliances,2004.0,29221,7542210.0,39.6
Verra,Forest management,2004.0,211840,218230117.0,71.5
Verra,Hydropower,2004.0,115559,23935800.0,71.7
Verra,Industrial efficiency,2004.0,112305,12301081.0,67.9
Verra,Mixed renewables,2004.0,449498,385727823.0,65.1
Verra,Other,2004.0,108003,2708138.0,93.4
Verra,Soil & Livestock,2004.0,396393,121686184.0,67.9
Verra,Waste to energy,2004.0,53775,22894980.0,77.1
Verra,Afforestation/Reforestation,2005.0,63917,56221476.0,70.8
Verra,Bioenergy,2005.0,47012,10467120.0,48.5
Verra,Efficient appliances,2005.0,85019,7542210.0,39.6
Verra,Forest management,2005.0,581322,218230117.0,71.5
Verra,Hydropower,2005.0,194494,23935800.0,71.7
Verra,Landfill gas,2005.0,3240,17281979.0,59.1
Verra,Mixed renewables,2005.0,579758,385727823.0,65.1
Verra,Other,2005.0,137549,2708138.0,93.4
Verra,Soil & Livestock,2005.0,692797,121686184.0,67.9
Verra,Solar,2005.0,8208,2179124.0,72.1
Verra,Waste to energy,2005.0,70936,22894980.0,77.1
Verra,Afforestation/Reforestation,2006.0,125658,56221476.0,70.8
Verra,Bioenergy,2006.0,322868,10467120.0,48.5
Verra,Efficient appliances,2006.0,28218,7542210.0,39.6
Verra,Energy storage,2006.0,35582,9540126.0,29.8
Verra,Forest management,2006.0,450748,218230117.0,71.5
Verra,Fossil gas leaks,2006.0,52460,3239718.0,27.3
Verra,Hydropower,2006.0,921540,23935800.0,71.7
Verra,Industrial efficiency,2006.0,297618,12301081.0,67.9
Verra,Landfill gas,2006.0,235360,17281979.0,59.1
Verra,Mixed renewables,2006.0,6542648,385727823.0,65.1
Verra,Other,2006.0,689505,2708138.0,93.4
Verra,Soil & Livestock,2006.0,883647,121686184.0,67.9
Verra,Solar,2006.0,186698,2179124.0,72.1
Verra,Waste to energy,2006.0,806947,22894980.0,77.1
Verra,Wastewater treatment,2006.0,29391,193207.0,87.3
Verra,Afforestation/Reforestation,2007.0,409276,56221476.0,70.8
Verra,Bioenergy,2007.0,813820,10467120.0,48.5
Verra,Efficient appliances,2007.0,146858,7542210.0,39.6
Verra,Forest management,2007.0,4155991,218230117.0,71.5
Verra,Fossil gas leaks,2007.0,88206,3239718.0,27.3
Verra,Hydropower,2007.0,2136654,23935800.0,71.7
Verra,Industrial efficiency,2007.0,1071190,12301081.0,67.9
Verra,Landfill gas,2007.0,590114,17281979.0,59.1
Verra,Mixed renewables,2007.0,14865833,385727823.0,65.1
Verra,Other,2007.0,1038059,2708138.0,93.4
Verra,Soil & Livestock,2007.0,830237,121686184.0,67.9
Verra,Solar,2007.0,45062,2179124.0,72.1
Verra,Waste to energy,2007.0,1217176,22894980.0,77.1
Verra,Wastewater treatment,2007.0,35514,193207.0,87.3
Verra,Afforestation/Reforestation,2008.0,345089,56221476.0,70.8
Verra,Bioenergy,2008.0,1012932,10467120.0,48.5
Verra,Efficient appliances,2008.0,160692,7542210.0,39.6
Verra,Forest management,2008.0,8747357,218230117.0,71.5
Verra,Fossil gas leaks,2008.0,55056,3239718.0,27.3
Verra,Hydropower,2008.0,2403786,23935800.0,71.7
Verra,Industrial efficiency,2008.0,4379734,12301081.0,67.9
Verra,Landfill gas,2008.0,434657,17281979.0,59.1
Verra,Mixed renewables,2008.0,19906758,385727823.0,65.1
Verra,Soil & Livestock,2008.0,385633,121686184.0,67.9
Verra,Solar,2008.0,90265,2179124.0,72.1
Verra,Waste management,2008.0,323595,5810600.0,89.9
Verra,Waste to energy,2008.0,1013039,22894980.0,77.1
Verra,Wastewater treatment,2008.0,39031,193207.0,87.3
Verra,Afforestation/Reforestation,2009.0,2641961,56221476.0,70.8
Verra,Bioenergy,2009.0,1353891,10467120.0,48.5
Verra,Efficient appliances,2009.0,323539,7542210.0,39.6
Verra,Forest management,2009.0,8609628,218230117.0,71.5
Verra,Fossil gas leaks,2009.0,47965,3239718.0,27.3
Verra,Hydropower,2009.0,2540713,23935800.0,71.7
Verra,Industrial efficiency,2009.0,731884,12301081.0,67.9
Verra,Landfill gas,2009.0,883458,17281979.0,59.1
Verra,Mixed renewables,2009.0,20066188,385727823.0,65.1
Verra,Reforestation and ecosystem restoration,2009.0,26925,4645227.0,74.0
Verra,Soil & Livestock,2009.0,1447160,121686184.0,67.9
Verra,Solar,2009.0,44642,2179124.0,72.1
Verra,Waste management,2009.0,339719,5810600.0,89.9
Verra,Waste to energy,2009.0,795836,22894980.0,77.1
Verra,Afforestation/Reforestation,2010.0,1316959,56221476.0,70.8
Verra,Bioenergy,2010.0,1100055,10467120.0,48.5
Verra,Efficient appliances,2010.0,778466,7542210.0,39.6
Verra,Forest management,2010.0,19826010,218230117.0,71.5
Verra,Fossil gas leaks,2010.0,181629,3239718.0,27.3
Verra,Hydropower,2010.0,2915051,23935800.0,71.7
Verra,Industrial efficiency,2010.0,696496,12301081.0,67.9
Verra,Landfill gas,2010.0,1128806,17281979.0,59.1
Verra,Mixed renewables,2010.0,23906845,385727823.0,65.1
Verra,Reforestation and ecosystem restoration,2010.0,29179,4645227.0,74.0
Verra,Soil & Livestock,2010.0,3883487,121686184.0,67.9
Verra,Solar,2010.0,99302,2179124.0,72.1
Verra,Waste management,2010.0,435876,5810600.0,89.9
Verra,Waste to energy,2010.0,1127551,22894980.0,77.1
Verra,Wastewater treatment,2010.0,7442,193207.0,87.3
Verra,Afforestation/Reforestation,2011.0,3553123,56221476.0,70.8
Verra,Bioenergy,2011.0,923063,10467120.0,48.5
Verra,Efficient appliances,2011.0,467757,7542210.0,39.6
Verra,Forest management,2011.0,3322185,218230117.0,71.5
Verra,Fossil gas leaks,2011.0,150076,3239718.0,27.3
Verra,Hydropower,2011.0,4151093,23935800.0,71.7
Verra,Industrial efficiency,2011.0,700635,12301081.0,67.9
Verra,Landfill gas,2011.0,1148178,17281979.0,59.1
Verra,Mixed renewables,2011.0,22135657,385727823.0,65.1
Verra,Reforestation and ecosystem restoration,2011.0,126249,4645227.0,74.0
Verra,Soil & Livestock,2011.0,8198454,121686184.0,67.9
Verra,Waste management,2011.0,435545,5810600.0,89.9
Verra,Waste to energy,2011.0,2234262,22894980.0,77.1
Verra,Wastewater treatment,2011.0,22357,193207.0,87.3
Verra,Afforestation/Reforestation,2012.0,5188254,56221476.0,70.8
Verra,Bioenergy,2012.0,763536,10467120.0,48.5
Verra,Efficient appliances,2012.0,819474,7542210.0,39.6
Verra,Forest management,2012.0,12648057,218230117.0,71.5
Verra,Fossil gas leaks,2012.0,120541,3239718.0,27.3
Verra,Hydropower,2012.0,2801480,23935800.0,71.7
Verra,Industrial efficiency,2012.0,802773,12301081.0,67.9
Verra,Landfill gas,2012.0,999584,17281979.0,59.1
Verra,Mixed renewables,2012.0,25005517,385727823.0,65.1
Verra,Reforestation and ecosystem restoration,2012.0,138900,4645227.0,74.0
Verra,Soil & Livestock,2012.0,10506211,121686184.0,67.9
Verra,Solar,2012.0,84825,2179124.0,72.1
Verra,Waste management,2012.0,437444,5810600.0,89.9
Verra,Waste to energy,2012.0,2551685,22894980.0,77.1
Verra,Wastewater treatment,2012.0,22091,193207.0,87.3
Verra,Afforestation/Reforestation,2013.0,4851072,56221476.0,70.8
Verra,Bioenergy,2013.0,917881,10467120.0,48.5
Verra,Efficient appliances,2013.0,640304,7542210.0,39.6
Verra,Forest management,2013.0,22576800,218230117.0,71.5
Verra,Fossil gas leaks,2013.0,3378004,3239718.0,27.3
Verra,Hydropower,2013.0,523550,23935800.0,71.7
Verra,Industrial efficiency,2013.0,395019,12301081.0,67.9
Verra,Landfill gas,2013.0,551878,17281979.0,59.1
Verra,Mixed renewables,2013.0,23743174,385727823.0,65.1
Verra,Reforestation and ecosystem restoration,2013.0,145136,4645227.0,74.0
Verra,Soil & Livestock,2013.0,12206745,121686184.0,67.9
Verra,Solar,2013.0,79750,2179124.0,72.1
Verra,Waste management,2013.0,388641,5810600.0,89.9
Verra,Waste to energy,2013.0,2633871,22894980.0,77.1
Verra,Wastewater treatment,2013.0,18784,193207.0,87.3
Verra,Wind,2013.0,1601,255643.0,83.7
Verra,Afforestation/Reforestation,2014.0,6915702,56221476.0,70.8
Verra,Bioenergy,2014.0,1089860,10467120.0,48.5
Verra,Efficient appliances,2014.0,676696,7542210.0,39.6
Verra,Forest management,2014.0,26757942,218230117.0,71.5
Verra,Fossil gas leaks,2014.0,158380,3239718.0,27.3
Verra,Hydropower,2014.0,648129,23935800.0,71.7
Verra,Industrial efficiency,2014.0,440335,12301081.0,67.9
Verra,Landfill gas,2014.0,674490,17281979.0,59.1
Verra,Mixed renewables,2014.0,28137339,385727823.0,65.1
Verra,Reforestation and ecosystem restoration,2014.0,147461,4645227.0,74.0
Verra,Soil & Livestock,2014.0,11078715,121686184.0,67.9
Verra,Solar,2014.0,56903,2179124.0,72.1
Verra,Waste management,2014.0,421653,5810600.0,89.9
Verra,Waste to energy,2014.0,3505346,22894980.0,77.1
Verra,Wastewater treatment,2014.0,21448,193207.0,87.3
Verra,Wind,2014.0,19299,255643.0,83.7
Verra,Afforestation/Reforestation,2015.0,4706419,56221476.0,70.8
Verra,Bioenergy,2015.0,1175132,10467120.0,48.5
Verra,Efficient appliances,2015.0,1141704,7542210.0,39.6
Verra,Forest management,2015.0,25831926,218230117.0,71.5
Verra,Hydropower,2015.0,769023,23935800.0,71.7
Verra,Industrial efficiency,2015.0,392732,12301081.0,67.9
Verra,Landfill gas,2015.0,637699,17281979.0,59.1
Verra,Mixed renewables,2015.0,29458654,385727823.0,65.1
Verra,Reforestation and ecosystem restoration,2015.0,144319,4645227.0,74.0
Verra,Soil & Livestock,2015.0,17165069,121686184.0,67.9
Verra,Solar,2015.0,186857,2179124.0,72.1
Verra,Waste management,2015.0,417420,5810600.0,89.9
Verra,Waste to energy,2015.0,3356326,22894980.0,77.1
Verra,Wastewater treatment,2015.0,20002,193207.0,87.3
Verra,Wind,2015.0,37852,255643.0,83.7
Verra,Afforestation/Reforestation,2016.0,4502643,56221476.0,70.8
Verra,Bioenergy,2016.0,1242224,10467120.0,48.5
Verra,Efficient appliances,2016.0,537962,7542210.0,39.6
Verra,Forest management,2016.0,32946498,218230117.0,71.5
Verra,Hydropower,2016.0,1112944,23935800.0,71.7
Verra,Industrial efficiency,2016.0,534626,12301081.0,67.9
Verra,Landfill gas,2016.0,791132,17281979.0,59.1
Verra,Mixed renewables,2016.0,32586801,385727823.0,65.1
Verra,Reforestation and ecosystem restoration,2016.0,169161,4645227.0,74.0
Verra,Soil & Livestock,2016.0,17177920,121686184.0,67.9
Verra,Solar,2016.0,311085,2179124.0,72.1
Verra,Waste management,2016.0,484969,5810600.0,89.9
Verra,Waste to energy,2016.0,3198345,22894980.0,77.1
Verra,Wastewater treatment,2016.0,5291,193207.0,87.3
Verra,Wind,2016.0,61411,255643.0,83.7
Verra,Afforestation/Reforestation,2017.0,7710877,56221476.0,70.8
Verra,Bioenergy,2017.0,859166,10467120.0,48.5
Verra,Efficient appliances,2017.0,483304,7542210.0,39.6
Verra,Energy storage,2017.0,1483554,9540126.0,29.8
Verra,Forest management,2017.0,29770872,218230117.0,71.5
Verra,Fossil gas leaks,2017.0,2982814,3239718.0,27.3
Verra,Hydropower,2017.0,844703,23935800.0,71.7
Verra,Industrial efficiency,2017.0,251744,12301081.0,67.9
Verra,Landfill gas,2017.0,2181412,17281979.0,59.1
Verra,Mixed renewables,2017.0,41354011,385727823.0,65.1
Verra,Reforestation and ecosystem restoration,2017.0,295190,4645227.0,74.0
Verra,Soil & Livestock,2017.0,21507191,121686184.0,67.9
Verra,Solar,2017.0,339631,2179124.0,72.1
Verra,Waste management,2017.0,282641,5810600.0,89.9
Verra,Waste to energy,2017.0,3210004,22894980.0,77.1
Verra,Wind,2017.0,81648,255643.0,83.7
Verra,Afforestation/Reforestation,2018.0,8938468,56221476.0,70.8
Verra,Bioenergy,2018.0,527981,10467120.0,48.5
Verra,Efficient appliances,2018.0,339490,7542210.0,39.6
Verra,Energy storage,2018.0,2998783,9540126.0,29.8
Verra,Forest management,2018.0,26352662,218230117.0,71.5
Verra,Hydropower,2018.0,1509532,23935800.0,71.7
Verra,Industrial efficiency,2018.0,318958,12301081.0,67.9
Verra,Landfill gas,2018.0,611995,17281979.0,59.1
Verra,Mixed renewables,2018.0,49197070,385727823.0,65.1
Verra,Reforestation and ecosystem restoration,2018.0,443085,4645227.0,74.0
Verra,Rice cultivation,2018.0,2520000,3353512.0,73.5
Verra,Soil & Livestock,2018.0,20335349,121686184.0,67.9
Verra,Solar,2018.0,313929,2179124.0,72.1
Verra,Waste management,2018.0,514993,5810600.0,89.9
Verra,Waste to energy,2018.0,2125550,22894980.0,77.1
Verra,Wind,2018.0,103596,255643.0,83.7
Verra,Afforestation/Reforestation,2019.0,9496908,56221476.0,70.8
Verra,Bioenergy,2019.0,499687,10467120.0,48.5
Verra,Efficient appliances,2019.0,587870,7542210.0,39.6
Verra,Energy storage,2019.0,4502169,9540126.0,29.8
Verra,Forest management,2019.0,31611315,218230117.0,71.5
Verra,Fossil gas leaks,2019.0,30184,3239718.0,27.3
Verra,Hydropower,2019.0,1597103,23935800.0,71.7
Verra,Industrial efficiency,2019.0,475713,12301081.0,67.9
Verra,Landfill gas,2019.0,1613962,17281979.0,59.1
Verra,Mixed renewables,2019.0,55473297,385727823.0,65.1
Verra,Reforestation and ecosystem restoration,2019.0,383610,4645227.0,74.0
Verra,Rice cultivation,2019.0,2400000,3353512.0,73.5
Verra,Soil & Livestock,2019.0,15646126,121686184.0,67.9
Verra,Solar,2019.0,47882,2179124.0,72.1
Verra,Waste management,2019.0,609799,5810600.0,89.9
Verra,Waste to energy,2019.0,238467,22894980.0,77.1
Verra,Afforestation/Reforestation,2020.0,9118707,56221476.0,70.8
Verra,Bioenergy,2020.0,656379,10467120.0,48.5
Verra,Efficient appliances,2020.0,1028900,7542210.0,39.6
Verra,Energy storage,2020.0,2197523,9540126.0,29.8
Verra,Forest management,2020.0,25872980,218230117.0,71.5
Verra,Fossil gas leaks,2020.0,190557,3239718.0,27.3
Verra,Hydropower,2020.0,1938651,23935800.0,71.7
Verra,Industrial efficiency,2020.0,1740631,12301081.0,67.9
Verra,Landfill gas,2020.0,3220746,17281979.0,59.1
Verra,Mixed renewables,2020.0,49393993,385727823.0,65.1
Verra,Public transit,2020.0,232,2280.0,32.0
Verra,Reforestation and ecosystem restoration,2020.0,964225,4645227.0,74.0
Verra,Rice cultivation,2020.0,2640000,3353512.0,73.5
